week,week_date,month,icb,synthetic_dgp_version,resp_111_calls,bed_occupancy,dtoc_patients,ae_type1_attendances,ed_4hr_breach_count,ambulance_category_red_calls,elective_admissions,elective_cancellations,acute_admissions_nonelective,total_discharges,staff_absence_rate_pct,critical_care_occupancy_pct,mental_health_inpatient_beds_occ_pct,delayed_transfers_ge_21_days,ooh_primary_care_contacts,community_crisis_team_contacts,gp_same_day_booking_rate_pct,nhs_111_online_assessments_completed,social_care_package_delays_new,infection_isolation_beds_occupied,mean_los_acute_days,winter_pressure_index_demo
396,2030-08-05,8.0,NHS North East and North Cumbria ICB,2026.04.8,1.0,69.64600838745831,0.0,487.0,20.0,0.0,313.0,0.0,417.0,689.0,1.0348812333500284,53.14743312960491,69.76331347154819,0.0,1039.0,170.0,49.69670344948922,1478.0,0.0,15.0,4.602730316538508,1.2923463841233145
396,2030-08-05,8.0,NHS Devon ICB,2026.04.8,0.0,46.3140532931879,0.0,211.0,12.0,0.0,232.0,0.0,215.0,410.0,1.0425492436602677,45.84589087872175,62.337879027277104,0.0,719.0,0.0,57.14620805308043,1208.0,0.0,18.0,3.58483414698832,-0.0275132362039261
396,2030-08-05,8.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-9.943504528592849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.077791234175877,44.57809707090197,49.68765230832708,0.0,0.0,0.0,83.58683716966759,0.0,0.0,25.0,1.885246987622473,0.0146490247142178
396,,8.0,England,2026.04.8,956.3333333333334,38.32392741630944,2.5,364.8333333333333,39.0,20.5,211.0,21.5,256.1666666666667,455.0,3.420672430268722,55.176801794457184,62.643415386239184,27.5,628.1666666666666,95.5,61.11531626372937,943.6666666666666,16.0,22.5,3.493084627003729,1.5284227937810886
397,2030-08-12,8.0,NHS Birmingham and Solihull ICB,2026.04.8,4439.0,127.58846752349072,16.0,1509.0,229.0,109.0,489.0,128.0,927.0,1387.0,14.046276708909812,92.92982179603491,96.67993399202037,151.0,1649.0,434.0,26.53082803427556,2578.0,111.0,43.0,7.416842936934169,8.53814902559801
397,2030-08-12,8.0,NHS Greater Manchester ICB,2026.04.8,0.0,12.519417200864892,0.0,0.0,0.0,0.0,83.0,0.0,0.0,95.0,0.9878548201592574,44.74934390834698,49.32656565156784,0.0,237.0,0.0,71.65621863448227,395.0,0.0,10.0,1.952980099943442,0.0487737364683542
397,2030-08-12,8.0,NHS South East London ICB,2026.04.8,0.0,-12.55977213510668,0.0,0.0,0.0,0.0,13.0,0.0,0.0,22.0,1.0570927998702182,45.170379926229366,50.78781812137172,0.0,0.0,0.0,85.15373666670246,0.0,0.0,12.0,2.139689524453973,0.0370380714182817
397,2030-08-12,8.0,NHS North East and North Cumbria ICB,2026.04.8,2.0,70.10006967941669,0.0,629.0,21.0,18.0,259.0,0.0,332.0,570.0,1.0265964428841812,64.12501742852956,72.48676132238103,1.0,1028.0,136.0,44.067512093684265,1583.0,23.0,11.0,3.913725729802109,1.4005047872203296
397,2030-08-12,8.0,NHS Devon ICB,2026.04.8,0.0,41.69517054833229,0.0,152.0,3.0,0.0,179.0,0.0,138.0,325.0,1.0123553094551316,43.30541375201221,57.546637656119614,0.0,767.0,28.0,54.99436355120048,934.0,0.0,17.0,3.5193681347356423,0.0158954923218759
397,2030-08-12,8.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-11.40309607282309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8868188524779917,44.9275347472281,48.43416459157597,0.0,0.0,0.0,85.23342491347944,0.0,0.0,17.0,2.021927628235331,0.0091040457504139
397,,8.0,England,2026.04.8,740.1666666666666,37.9900427906958,2.6666666666666665,381.6666666666667,42.16666666666666,21.166666666666668,170.5,21.33333333333333,232.8333333333333,400.0,3.1694991556260987,55.86791859306353,62.54364688917276,25.33333333333333,613.5,99.66666666666669,61.27268064897074,915.0,22.33333333333333,18.33333333333333,3.494089009017445,1.6749108597962108
398,2030-08-19,8.0,NHS Birmingham and Solihull ICB,2026.04.8,7565.0,132.34217201222157,19.0,1530.0,132.0,130.0,489.0,135.0,945.0,1410.0,15.602252888525165,101.59814681115355,100.36334015487068,160.0,1753.0,425.0,20.82981292443778,2650.0,95.0,49.0,7.543329012074703,8.642295451035558
398,2030-08-19,8.0,NHS Greater Manchester ICB,2026.04.8,0.0,17.49118690182923,0.0,0.0,0.0,0.0,122.0,0.0,0.0,113.0,1.000385739448682,46.7383377230193,49.297168975007374,0.0,256.0,0.0,70.98008973190069,285.0,0.0,11.0,2.014116215722082,0.0219651193915437
398,2030-08-19,8.0,NHS South East London ICB,2026.04.8,0.0,-11.20724686465602,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,1.0047424381869314,45.062204839701806,48.85005800786847,0.0,0.0,0.0,80.41036261530927,0.0,0.0,10.0,2.0576369834570096,-0.0051400137375707
398,2030-08-19,8.0,NHS North East and North Cumbria ICB,2026.04.8,2.0,71.48647261166107,0.0,592.0,25.0,15.0,267.0,0.0,410.0,672.0,1.3039424527622907,61.36258403116188,65.83162895161304,0.0,1035.0,114.0,48.55070421794368,1563.0,4.0,17.0,4.368898108653757,1.4326183389571767
398,2030-08-19,8.0,NHS Devon ICB,2026.04.8,1.0,45.35718182039752,0.0,78.0,5.0,0.0,178.0,0.0,95.0,260.0,1.0247485507360508,44.1399588810948,54.93991433121979,0.0,552.0,0.0,61.34071381317812,935.0,0.0,15.0,3.1709187928048337,0.0501401260429768
398,2030-08-19,8.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-15.626252690477902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.101889354012616,45.05570175845488,50.20400034091391,0.0,10.0,0.0,81.34955137903236,0.0,0.0,13.0,1.9048760353010048,-0.0485967620965676
398,,8.0,England,2026.04.8,1261.3333333333333,39.973918965162575,3.1666666666666665,366.6666666666667,27.0,24.166666666666668,177.16666666666666,22.5,241.66666666666663,413.8333333333333,3.5063269039452893,57.3261556740977,61.58101846024888,26.666666666666668,601.0,89.83333333333333,60.57687244696698,905.5,16.5,19.166666666666668,3.5099625246688984,1.682213709932186
399,2030-08-26,8.0,NHS Birmingham and Solihull ICB,2026.04.8,23567.0,131.94071885140838,29.0,1680.0,191.0,140.0,535.0,159.0,978.0,1541.0,16.96320650665246,100.94412582036594,98.73511378523534,194.0,1864.0,517.0,18.989925698438803,2956.0,108.0,54.0,7.866662066514983,9.335352981482531
399,2030-08-26,8.0,NHS Greater Manchester ICB,2026.04.8,0.0,16.368160217805585,0.0,0.0,0.0,0.0,143.0,0.0,0.0,133.0,1.0559603849193064,44.76477346078275,47.937293987186365,0.0,376.0,0.0,66.93578685663138,426.0,0.0,18.0,1.998120506469526,0.0217068415094086
399,2030-08-26,8.0,NHS South East London ICB,2026.04.8,0.0,-8.767611620680222,0.0,0.0,0.0,0.0,39.0,0.0,0.0,72.0,1.0405801671440953,46.42882962789051,49.99712462960715,0.0,0.0,0.0,81.2868230458161,23.0,0.0,14.0,1.914839624304936,0.0374055585955821
399,2030-08-26,8.0,NHS North East and North Cumbria ICB,2026.04.8,4.0,75.17449625492641,0.0,612.0,43.0,4.0,271.0,4.0,461.0,740.0,0.9498240224826036,65.69578067806509,72.3685970887273,0.0,961.0,119.0,46.73399599400629,1625.0,7.0,13.0,4.700408231357105,1.7253877451065684
399,2030-08-26,8.0,NHS Devon ICB,2026.04.8,0.0,39.21826788059726,0.0,119.0,9.0,0.0,242.0,0.0,101.0,327.0,0.9955362607207486,45.30455453913572,57.42892151606244,0.0,698.0,0.0,64.39104035039635,947.0,0.0,11.0,3.0471149710014185,0.0405978547402665
399,2030-08-26,8.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-18.288460891903792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9915029630471998,45.46556543074833,48.59566326589145,0.0,0.0,0.0,81.11205888672389,0.0,0.0,13.0,1.9684558637589125,-0.0243080067447058
399,,8.0,England,2026.04.8,3928.5,39.2742617820256,4.833333333333333,401.8333333333333,40.5,24.0,205.0,27.166666666666668,256.6666666666667,470.0,3.666101717494403,58.10060492616472,62.51045237878501,32.333333333333336,649.8333333333334,106.0,59.90827180533547,996.1666666666666,19.166666666666668,20.5,3.582600210567813,1.8560238291149425
400,2030-09-02,9.0,NHS Birmingham and Solihull ICB,2026.04.8,25783.0,135.18170604458726,16.0,1533.0,160.0,151.0,525.0,151.0,989.0,1474.0,17.9396937400786,101.13921018369795,98.72633741021144,200.0,1804.0,469.0,21.3931954583568,2876.0,106.0,48.0,7.781458223103636,9.087278499530909
400,2030-09-02,9.0,NHS Greater Manchester ICB,2026.04.8,0.0,15.508691939176504,0.0,0.0,0.0,0.0,158.0,0.0,0.0,116.0,1.042221036301516,45.10845309584833,49.470661505571535,0.0,263.0,0.0,69.70247969117965,357.0,0.0,20.0,2.2077802013391947,0.0549388637810492
400,2030-09-02,9.0,NHS South East London ICB,2026.04.8,0.0,-6.081489577674698,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.9875440498472003,45.26511667984799,52.05215902999148,0.0,2.0,0.0,78.8714273475844,40.0,0.0,14.0,1.9644196329866,0.0370478940659585
400,2030-09-02,9.0,NHS North East and North Cumbria ICB,2026.04.8,9.0,75.46221710632385,0.0,680.0,34.0,22.0,291.0,2.0,455.0,706.0,2.247614415051979,66.31419706702707,72.28512644881724,3.0,1057.0,184.0,45.31790994596954,1638.0,6.0,12.0,4.586892115796057,2.7558099647572014
400,2030-09-02,9.0,NHS Devon ICB,2026.04.8,0.0,36.62962130418243,0.0,125.0,2.0,0.0,217.0,0.0,14.0,227.0,0.9091480518876374,44.05267287337486,52.21158994492832,0.0,678.0,0.0,60.44752039681797,841.0,0.0,16.0,2.96376750299164,-0.0029827575090652
400,2030-09-02,9.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-14.28631153016147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.978505849311838,46.82696739877723,49.900763509686215,0.0,0.0,0.0,82.38573464277582,0.0,0.0,23.0,1.9938763257480616,0.0039773351294094
400,,9.0,England,2026.04.8,4298.666666666667,40.40240588107231,2.6666666666666665,389.6666666666667,32.666666666666664,28.83333333333333,199.16666666666663,25.5,243.0,426.3333333333333,4.017454523746461,58.11776954976224,62.44110630820104,33.833333333333336,634.0,108.83333333333331,59.68637791378069,958.6666666666666,18.666666666666668,22.166666666666668,3.583032333660865,1.9893449666259104
401,2030-09-09,9.0,NHS Birmingham and Solihull ICB,2026.04.8,35832.0,141.58499540149325,17.0,1686.0,199.0,144.0,500.0,139.0,1044.0,1478.0,17.70563344656922,101.1408319490518,102.32322650120096,197.0,1890.0,453.0,15.133431508957372,2902.0,109.0,49.0,7.776443890232206,9.85758940950006
401,2030-09-09,9.0,NHS Greater Manchester ICB,2026.04.8,0.0,18.492428490466747,0.0,0.0,0.0,0.0,87.0,0.0,0.0,100.0,0.8540082985450166,46.4281038808206,50.0188466998039,0.0,292.0,0.0,73.16084713936355,461.0,0.0,22.0,1.799611147771639,0.008026947041851
401,2030-09-09,9.0,NHS South East London ICB,2026.04.8,0.0,-11.436503585337904,0.0,0.0,0.0,0.0,55.0,0.0,0.0,17.0,0.9640003926080862,43.4776764161485,47.79500512911266,0.0,102.0,0.0,80.81392557756382,0.0,0.0,23.0,1.9268128831981768,0.0099891094267117
401,2030-09-09,9.0,NHS North East and North Cumbria ICB,2026.04.8,12.0,69.22146674996195,0.0,642.0,16.0,22.0,351.0,0.0,435.0,787.0,2.022714289960733,61.91688568626656,70.92287388179443,9.0,1027.0,197.0,46.93185614626895,1699.0,25.0,13.0,5.154212441032452,1.4982079869708465
401,2030-09-09,9.0,NHS Devon ICB,2026.04.8,0.0,39.227727487759246,0.0,33.0,2.0,0.0,241.0,0.0,58.0,308.0,1.0367004895214027,44.42821551540551,53.71614797160108,0.0,686.0,0.0,63.59279532184176,745.0,0.0,16.0,2.5162348010587032,-0.0328916739484715
401,2030-09-09,9.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-12.895015047398674,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.066436407176575,44.9305470704741,51.23483742508541,0.0,8.0,0.0,83.70866086311783,0.0,0.0,15.0,2.0495452754372505,0.0078261713455749
401,,9.0,England,2026.04.8,5974.0,40.699183249490765,2.833333333333333,393.5,36.16666666666666,27.666666666666668,206.0,23.166666666666668,256.1666666666667,451.1666666666667,3.941582220730172,57.05371008636118,62.66848960143307,34.333333333333336,667.5,108.33333333333331,60.55691942618555,967.8333333333334,22.33333333333333,23.0,3.537143406455072,1.8914579917227623
402,2030-09-16,9.0,NHS Birmingham and Solihull ICB,2026.04.8,90533.0,144.6458037955284,24.0,1815.0,156.0,172.0,582.0,169.0,1076.0,1614.0,20.29212436506519,97.30185131076443,100.64270536425973,219.0,1901.0,480.0,16.674911217089946,3074.0,121.0,57.0,8.22422736115289,9.752654596682026
402,2030-09-16,9.0,NHS Greater Manchester ICB,2026.04.8,0.0,13.481298035173706,0.0,0.0,0.0,0.0,125.0,0.0,0.0,159.0,0.9973658164357652,43.6297279725834,52.583559721180016,0.0,372.0,0.0,71.63918225716482,469.0,0.0,10.0,2.355750837608316,-0.0133573591194906
402,2030-09-16,9.0,NHS South East London ICB,2026.04.8,0.0,-7.838012252639396,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0130464068495983,42.73795076514877,49.514537277649694,0.0,16.0,0.0,78.36916222946016,27.0,0.0,17.0,1.9132730477983595,0.0078016601342186
402,2030-09-16,9.0,NHS North East and North Cumbria ICB,2026.04.8,4.0,69.17035636393108,0.0,486.0,33.0,1.0,309.0,0.0,378.0,638.0,1.0777767795846442,64.6932294659464,73.76677043899426,0.0,876.0,174.0,45.972520004024766,1516.0,15.0,12.0,4.303778208545974,1.5037410314209192
402,2030-09-16,9.0,NHS Devon ICB,2026.04.8,0.0,36.29185080637477,0.0,0.0,0.0,0.0,187.0,0.0,74.0,224.0,1.0450732244864616,44.69618392217203,54.11755184312282,0.0,600.0,23.0,61.35444449904253,831.0,0.0,15.0,3.5181713390546143,0.0088648884744982
402,2030-09-16,9.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-18.501530929273475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0313770916534906,45.55763139119745,50.42986902351215,0.0,23.0,0.0,85.88187487717104,83.0,0.0,9.0,2.01458830149588,0.016610866404362
402,,9.0,England,2026.04.8,15089.5,39.54162763651585,4.0,383.5,31.5,28.83333333333333,204.66666666666663,28.166666666666668,254.66666666666663,439.5,4.2427939473458585,56.43609580463541,63.50916561145311,36.5,631.3333333333334,112.83333333333331,59.982015847325535,1000.0,22.666666666666668,20.0,3.721631515942672,1.879385947332756
403,2030-09-23,9.0,NHS Birmingham and Solihull ICB,2026.04.8,158090.0,145.69907524057226,20.0,1794.0,244.0,174.0,561.0,208.0,1144.0,1693.0,20.389671067068424,97.18647580542704,101.20693374653868,218.0,1903.0,538.0,15.423245320442764,2998.0,118.0,64.0,7.905581345363854,9.98147617997667
403,2030-09-23,9.0,NHS Greater Manchester ICB,2026.04.8,0.0,13.82372598163546,0.0,0.0,0.0,0.0,133.0,0.0,0.0,104.0,1.0070781518328873,43.71148124979752,50.65505490800382,0.0,319.0,0.0,75.08260132836655,252.0,0.0,21.0,2.08386495893206,0.005338522452665
403,2030-09-23,9.0,NHS South East London ICB,2026.04.8,0.0,-12.056706923537003,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.9912912705572892,44.6880723849382,52.05636491195813,0.0,67.0,0.0,80.41624491621494,0.0,0.0,17.0,2.024116867772116,0.0024618577405824
403,2030-09-23,9.0,NHS North East and North Cumbria ICB,2026.04.8,3.0,65.95623950115616,0.0,609.0,4.0,6.0,351.0,0.0,337.0,683.0,1.658057490989442,59.26712873490824,74.00743998483588,0.0,1018.0,142.0,51.71401463597267,1556.0,0.0,12.0,4.866182640751128,1.6276308291087844
403,2030-09-23,9.0,NHS Devon ICB,2026.04.8,1.0,35.017241180081854,0.0,0.0,0.0,0.0,152.0,0.0,19.0,196.0,0.945311946615846,46.36338873848494,48.37730354355662,0.0,572.0,0.0,56.41377955297101,930.0,0.0,21.0,3.126585587310568,0.0350621681332093
403,2030-09-23,9.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-22.88210844808337,0.0,0.0,0.0,0.0,42.0,0.0,0.0,83.0,1.0186413186803775,46.25936256597328,49.28523787620847,0.0,0.0,0.0,88.97205036698226,0.0,0.0,9.0,2.0489013636907107,0.0243062630320389
403,,9.0,England,2026.04.8,26349.0,37.59291108863756,3.333333333333333,400.5,41.333333333333336,30.0,209.8333333333333,34.666666666666664,250.0,463.1666666666667,4.335008540957378,56.24598491325487,62.59805582851694,36.333333333333336,646.5,113.33333333333331,61.336989353491695,956.0,19.666666666666668,24.0,3.6758721273034056,1.946045970073992
404,2030-09-30,9.0,NHS Birmingham and Solihull ICB,2026.04.8,103266.0,143.7339891430319,32.0,1880.0,261.0,163.0,545.0,183.0,1086.0,1576.0,19.943629801235467,97.95356742786274,103.30715717640416,217.0,2035.0,525.0,14.751444698569296,2842.0,134.0,59.0,9.034622612649786,9.883784862359754
404,2030-09-30,9.0,NHS Greater Manchester ICB,2026.04.8,0.0,18.308988732168697,0.0,0.0,0.0,0.0,71.0,0.0,0.0,88.0,1.0125708574044292,44.22890653133071,51.08363204060169,0.0,327.0,0.0,70.15108468954597,431.0,0.0,13.0,2.0091732493925862,0.0568396561662485
404,2030-09-30,9.0,NHS South East London ICB,2026.04.8,0.0,-15.983244996261895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0474531171462051,44.74609078598147,50.793285519679785,0.0,0.0,0.0,79.59757131168035,0.0,0.0,17.0,2.010388141385884,-0.004613474775056
404,2030-09-30,9.0,NHS North East and North Cumbria ICB,2026.04.8,2.0,67.08930679356908,0.0,415.0,27.0,0.0,286.0,2.0,302.0,615.0,0.9989464960617644,57.42597724838364,68.51843395300294,0.0,1005.0,125.0,50.88798244102454,1477.0,0.0,19.0,4.375328361861436,1.5458851330987304
404,2030-09-30,9.0,NHS Devon ICB,2026.04.8,0.0,37.253638615612864,0.0,18.0,1.0,0.0,172.0,0.0,55.0,232.0,1.0424142328219508,46.82531693117393,48.85859120561519,0.0,699.0,0.0,62.46406736639522,714.0,0.0,20.0,3.127497525326848,-0.0106264117185584
404,2030-09-30,9.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-21.975557565234503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967443784584205,47.12737717088736,48.85054587427936,0.0,0.0,0.0,82.17391328256772,0.0,0.0,14.0,1.983843999409309,-0.0042711578978297
404,,9.0,England,2026.04.8,17211.333333333332,38.07118678714769,5.333333333333333,385.5,48.16666666666666,27.166666666666668,179.16666666666666,30.83333333333333,240.5,418.5,4.173626480521373,56.38453934926997,61.901940961597184,36.16666666666666,677.6666666666666,108.33333333333331,60.00434396496385,910.6666666666666,22.33333333333333,23.666666666666668,3.756808981670975,1.9111664345388808
405,2030-10-07,10.0,NHS Birmingham and Solihull ICB,2026.04.8,106838.0,148.7960260320896,19.0,1816.0,151.0,166.0,595.0,184.0,1049.0,1619.0,19.420452359003107,97.1943057028286,98.46878613434497,236.0,2078.0,549.0,16.16993468928422,3058.0,122.0,56.0,8.255851072475634,9.608215011870996
405,2030-10-07,10.0,NHS Greater Manchester ICB,2026.04.8,0.0,19.83503025988938,0.0,0.0,0.0,0.0,106.0,0.0,0.0,89.0,1.0468752502458607,46.15075165361043,47.384854645752384,0.0,316.0,0.0,70.19884076939394,456.0,0.0,14.0,2.1658257262190967,-0.0372010690148136
405,2030-10-07,10.0,NHS South East London ICB,2026.04.8,0.0,-17.44152936446527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9635621624433468,44.56084940255733,50.96041057039404,0.0,0.0,0.0,85.5083496857179,0.0,0.0,14.0,1.885436749517012,0.0059254075537207
405,2030-10-07,10.0,NHS North East and North Cumbria ICB,2026.04.8,4.0,72.30976031773669,0.0,560.0,21.0,5.0,295.0,0.0,347.0,665.0,1.0230351091852947,56.34156576328646,72.46303675416661,0.0,1041.0,169.0,49.55484996480658,1557.0,0.0,12.0,4.550869681407889,1.026420192432709
405,2030-10-07,10.0,NHS Devon ICB,2026.04.8,0.0,34.50755481067558,0.0,0.0,0.0,0.0,205.0,0.0,83.0,280.0,1.0326450392472504,45.49466649858117,48.91406101407507,0.0,546.0,0.0,63.53222681865903,797.0,0.0,17.0,2.1534614032421047,-0.0146853720030733
405,2030-10-07,10.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-24.46116284632025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.9096513137670597,45.938214833928,48.79501343159602,0.0,0.0,0.0,83.30870510723334,0.0,0.0,12.0,2.095212871952976,-0.0413603548839693
405,,10.0,England,2026.04.8,17807.0,38.924279868267625,3.1666666666666665,396.0,28.666666666666668,28.5,200.16666666666663,30.666666666666668,246.5,449.1666666666667,4.06603687231532,55.94672564246533,61.164360425054845,39.333333333333336,663.5,119.66666666666669,61.37881783918251,978.0,20.33333333333333,20.83333333333333,3.517776250802452,1.7578856359925947
406,2030-10-14,10.0,NHS Birmingham and Solihull ICB,2026.04.8,233581.0,141.3548096639998,40.0,1878.0,319.0,176.0,526.0,170.0,1143.0,1652.0,21.12173295150765,100.08050457603234,96.81197118148542,237.0,1940.0,540.0,15.39847512503638,3247.0,133.0,66.0,8.41490113735138,9.989379558271583
406,2030-10-14,10.0,NHS Greater Manchester ICB,2026.04.8,0.0,24.74816479779093,0.0,0.0,0.0,0.0,80.0,0.0,0.0,72.0,1.013974522704426,46.98400176915873,51.43603112909918,0.0,381.0,0.0,71.26629195372448,417.0,0.0,20.0,1.9437806437519705,0.0027969886897141
406,2030-10-14,10.0,NHS South East London ICB,2026.04.8,0.0,-20.231982917890527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9408558623608178,44.96136844624562,49.79093085578437,0.0,0.0,0.0,85.34400808030821,0.0,0.0,14.0,2.058264789840551,0.0191845707121753
406,2030-10-14,10.0,NHS North East and North Cumbria ICB,2026.04.8,4.0,81.52216304121691,0.0,607.0,28.0,22.0,306.0,0.0,463.0,761.0,1.9005760118710613,72.35944408751111,73.38826221010592,0.0,987.0,212.0,44.04599970687595,1643.0,11.0,17.0,5.3627601384984285,2.357726378797889
406,2030-10-14,10.0,NHS Devon ICB,2026.04.8,0.0,30.206243453668872,0.0,0.0,0.0,0.0,211.0,0.0,24.0,198.0,0.9712032997922748,45.27819920654879,48.77792683201936,0.0,538.0,0.0,61.074796831300965,777.0,0.0,20.0,2.7402793028057566,-0.0092124054836164
406,2030-10-14,10.0,NHS Nottingham and Nottinghamshire ICB,2026.04.8,0.0,-26.10990748247804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.952108077081621,44.638782413526656,49.41655643605501,0.0,0.0,0.0,79.98440159909526,0.0,0.0,14.0,2.03584151018697,-0.0011362364367702
406,,10.0,England,2026.04.8,38930.833333333336,38.581581759384655,6.666666666666667,414.1666666666667,57.833333333333336,33.0,187.16666666666663,28.33333333333333,271.6666666666667,448.0,4.483408454219641,59.05038341650388,61.60361310742488,39.5,641.0,125.33333333333331,59.51899554939021,1014.0,24.0,25.166666666666668,3.7593045870725095,2.0597898090918294
407,2030-10-21,10.0,NHS Birmingham and Solihull ICB,2026.04.8,109116.0,140.43248013396882,34.0,1752.0,165.0,162.0,544.0,185.0,1116.0,1585.0,20.552402416488384,95.57499933673785,97.07850155454943,226.0,1888.0,514.0,17.916959745781533,2939.0,127.0,55.0,8.09666922226706,10.075312137935333
